frame,scenario,band_m,points,frame_points
2022-08-30_siegertsbrunn_feldwege__0596_1661860994006182697,2022-08-30_siegertsbrunn_feldwege,50-100,18858,127738
2022-08-30_siegertsbrunn_feldwege__0596_1661860994006182697,2022-08-30_siegertsbrunn_feldwege,100-150,10106,127738
2022-08-30_siegertsbrunn_feldwege__0596_1661860994006182697,2022-08-30_siegertsbrunn_feldwege,150-400,2791,127738
2022-08-30_siegertsbrunn_feldwege__0596_1661860994006182697,2022-08-30_siegertsbrunn_feldwege,>=400,0,127738
2022-08-30_siegertsbrunn_feldwege__0597_1661861035490048925,2022-08-30_siegertsbrunn_feldwege,0-50,89083,117635
2022-08-30_siegertsbrunn_feldwege__0597_1661861035490048925,2022-08-30_siegertsbrunn_feldwege,50-100,17590,117635
2022-08-30_siegertsbrunn_feldwege__0597_1661861035490048925,2022-08-30_siegertsbrunn_feldwege,100-150,8502,117635
2022-08-30_siegertsbrunn_feldwege__0597_1661861035490048925,2022-08-30_siegertsbrunn_feldwege,150-400,2460,117635
2022-08-30_siegertsbrunn_feldwege__0597_1661861035490048925,2022-08-30_siegertsbrunn_feldwege,>=400,0,117635
2022-08-30_siegertsbrunn_feldwege__0598_1661861039165641550,2022-08-30_siegertsbrunn_feldwege,0-50,100447,119704
2022-08-30_siegertsbrunn_feldwege__0598_1661861039165641550,2022-08-30_siegertsbrunn_feldwege,50-100,11494,119704
2022-08-30_siegertsbrunn_feldwege__0598_1661861039165641550,2022-08-30_siegertsbrunn_feldwege,100-150,4134,119704
2022-08-30_siegertsbrunn_feldwege__0598_1661861039165641550,2022-08-30_siegertsbrunn_feldwege,150-400,3629,119704
2022-08-30_siegertsbrunn_feldwege__0598_1661861039165641550,2022-08-30_siegertsbrunn_feldwege,>=400,0,119704
2022-08-30_siegertsbrunn_feldwege__0599_1661861039270442491,2022-08-30_siegertsbrunn_feldwege,0-50,100532,119828
2022-08-30_siegertsbrunn_feldwege__0599_1661861039270442491,2022-08-30_siegertsbrunn_feldwege,50-100,11529,119828
2022-08-30_siegertsbrunn_feldwege__0599_1661861039270442491,2022-08-30_siegertsbrunn_feldwege,100-150,4525,119828
2022-08-30_siegertsbrunn_feldwege__0599_1661861039270442491,2022-08-30_siegertsbrunn_feldwege,150-400,3242,119828
2022-08-30_siegertsbrunn_feldwege__0599_1661861039270442491,2022-08-30_siegertsbrunn_feldwege,>=400,0,119828
2022-08-30_siegertsbrunn_feldwege__0600_1661861041476222711,2022-08-30_siegertsbrunn_feldwege,0-50,99647,120528
2022-08-30_siegertsbrunn_feldwege__0600_1661861041476222711,2022-08-30_siegertsbrunn_feldwege,50-100,12699,120528
2022-08-30_siegertsbrunn_feldwege__0600_1661861041476222711,2022-08-30_siegertsbrunn_feldwege,100-150,6710,120528
2022-08-30_siegertsbrunn_feldwege__0600_1661861041476222711,2022-08-30_siegertsbrunn_feldwege,150-400,1472,120528
2022-08-30_siegertsbrunn_feldwege__0600_1661861041476222711,2022-08-30_siegertsbrunn_feldwege,>=400,0,120528
2022-08-30_siegertsbrunn_feldwege__0601_1661861041581043333,2022-08-30_siegertsbrunn_feldwege,0-50,99707,120769
2022-08-30_siegertsbrunn_feldwege__0601_1661861041581043333,2022-08-30_siegertsbrunn_feldwege,50-100,12806,120769
2022-08-30_siegertsbrunn_feldwege__0601_1661861041581043333,2022-08-30_siegertsbrunn_feldwege,100-150,6746,120769
2022-08-30_siegertsbrunn_feldwege__0601_1661861041581043333,2022-08-30_siegertsbrunn_feldwege,150-400,1510,120769
2022-08-30_siegertsbrunn_feldwege__0601_1661861041581043333,2022-08-30_siegertsbrunn_feldwege,>=400,0,120769
2022-08-30_siegertsbrunn_feldwege__0602_1661861045152198036,2022-08-30_siegertsbrunn_feldwege,0-50,87001,118547
2022-08-30_siegertsbrunn_feldwege__0602_1661861045152198036,2022-08-30_siegertsbrunn_feldwege,50-100,25420,118547
2022-08-30_siegertsbrunn_feldwege__0602_1661861045152198036,2022-08-30_siegertsbrunn_feldwege,100-150,4821,118547
2022-08-30_siegertsbrunn_feldwege__0602_1661861045152198036,2022-08-30_siegertsbrunn_feldwege,150-400,1305,118547
2022-08-30_siegertsbrunn_feldwege__0602_1661861045152198036,2022-08-30_siegertsbrunn_feldwege,>=400,0,118547
2022-08-30_siegertsbrunn_feldwege__0603_1661861048512910017,2022-08-30_siegertsbrunn_feldwege,0-50,88987,119068
2022-08-30_siegertsbrunn_feldwege__0603_1661861048512910017,2022-08-30_siegertsbrunn_feldwege,50-100,23988,119068
2022-08-30_siegertsbrunn_feldwege__0603_1661861048512910017,2022-08-30_siegertsbrunn_feldwege,100-150,5123,119068
2022-08-30_siegertsbrunn_feldwege__0603_1661861048512910017,2022-08-30_siegertsbrunn_feldwege,150-400,970,119068
2022-08-30_siegertsbrunn_feldwege__0603_1661861048512910017,2022-08-30_siegertsbrunn_feldwege,>=400,0,119068
2022-08-30_siegertsbrunn_feldwege__0604_1661861052923644687,2022-08-30_siegertsbrunn_feldwege,0-50,113191,129206
2022-08-30_siegertsbrunn_feldwege__0604_1661861052923644687,2022-08-30_siegertsbrunn_feldwege,50-100,9278,129206
2022-08-30_siegertsbrunn_feldwege__0604_1661861052923644687,2022-08-30_siegertsbrunn_feldwege,100-150,5424,129206
2022-08-30_siegertsbrunn_feldwege__0604_1661861052923644687,2022-08-30_siegertsbrunn_feldwege,150-400,1313,129206
2022-08-30_siegertsbrunn_feldwege__0604_1661861052923644687,2022-08-30_siegertsbrunn_feldwege,>=400,0,129206
2022-08-30_siegertsbrunn_feldwege__0605_1661861064160984726,2022-08-30_siegertsbrunn_feldwege,0-50,121213,125955
2022-08-30_siegertsbrunn_feldwege__0605_1661861064160984726,2022-08-30_siegertsbrunn_feldwege,50-100,3788,125955
2022-08-30_siegertsbrunn_feldwege__0605_1661861064160984726,2022-08-30_siegertsbrunn_feldwege,100-150,897,125955
2022-08-30_siegertsbrunn_feldwege__0605_1661861064160984726,2022-08-30_siegertsbrunn_feldwege,150-400,57,125955
2022-08-30_siegertsbrunn_feldwege__0605_1661861064160984726,2022-08-30_siegertsbrunn_feldwege,>=400,0,125955
2022-08-30_siegertsbrunn_feldwege__0606_1661861070357140207,2022-08-30_siegertsbrunn_feldwege,0-50,95477,119752
2022-08-30_siegertsbrunn_feldwege__0606_1661861070357140207,2022-08-30_siegertsbrunn_feldwege,50-100,18173,119752
2022-08-30_siegertsbrunn_feldwege__0606_1661861070357140207,2022-08-30_siegertsbrunn_feldwege,100-150,3723,119752
2022-08-30_siegertsbrunn_feldwege__0606_1661861070357140207,2022-08-30_siegertsbrunn_feldwege,150-400,2379,119752
2022-08-30_siegertsbrunn_feldwege__0606_1661861070357140207,2022-08-30_siegertsbrunn_feldwege,>=400,0,119752
2022-08-30_siegertsbrunn_feldwege__0607_1661861073507756354,2022-08-30_siegertsbrunn_feldwege,0-50,91848,122617
2022-08-30_siegertsbrunn_feldwege__0607_1661861073507756354,2022-08-30_siegertsbrunn_feldwege,50-100,20781,122617
2022-08-30_siegertsbrunn_feldwege__0607_1661861073507756354,2022-08-30_siegertsbrunn_feldwege,100-150,7504,122617
2022-08-30_siegertsbrunn_feldwege__0607_1661861073507756354,2022-08-30_siegertsbrunn_feldwege,150-400,2484,122617
2022-08-30_siegertsbrunn_feldwege__0607_1661861073507756354,2022-08-30_siegertsbrunn_feldwege,>=400,0,122617
2022-08-30_siegertsbrunn_feldwege__0608_1661861074768187840,2022-08-30_siegertsbrunn_feldwege,0-50,89566,123180
2022-08-30_siegertsbrunn_feldwege__0608_1661861074768187840,2022-08-30_siegertsbrunn_feldwege,50-100,22084,123180
2022-08-30_siegertsbrunn_feldwege__0608_1661861074768187840,2022-08-30_siegertsbrunn_feldwege,100-150,8963,123180
2022-08-30_siegertsbrunn_feldwege__0608_1661861074768187840,2022-08-30_siegertsbrunn_feldwege,150-400,2567,123180
2022-08-30_siegertsbrunn_feldwege__0608_1661861074768187840,2022-08-30_siegertsbrunn_feldwege,>=400,0,123180
2022-08-30_siegertsbrunn_feldwege__0609_1661861074873216210,2022-08-30_siegertsbrunn_feldwege,0-50,88253,123007
2022-08-30_siegertsbrunn_feldwege__0609_1661861074873216210,2022-08-30_siegertsbrunn_feldwege,50-100,23683,123007
2022-08-30_siegertsbrunn_feldwege__0609_1661861074873216210,2022-08-30_siegertsbrunn_feldwege,100-150,8536,123007
2022-08-30_siegertsbrunn_feldwege__0609_1661861074873216210,2022-08-30_siegertsbrunn_feldwege,150-400,2535,123007
2022-08-30_siegertsbrunn_feldwege__0609_1661861074873216210,2022-08-30_siegertsbrunn_feldwege,>=400,0,123007
2022-08-30_siegertsbrunn_feldwege__0610_1661861076763438335,2022-08-30_siegertsbrunn_feldwege,0-50,85110,124364
2022-08-30_siegertsbrunn_feldwege__0610_1661861076763438335,2022-08-30_siegertsbrunn_feldwege,50-100,28152,124364
2022-08-30_siegertsbrunn_feldwege__0610_1661861076763438335,2022-08-30_siegertsbrunn_feldwege,100-150,8687,124364
2022-08-30_siegertsbrunn_feldwege__0610_1661861076763438335,2022-08-30_siegertsbrunn_feldwege,150-400,2415,124364
2022-08-30_siegertsbrunn_feldwege__0610_1661861076763438335,2022-08-30_siegertsbrunn_feldwege,>=400,0,124364
2022-08-30_siegertsbrunn_feldwege__0611_1661861081069469275,2022-08-30_siegertsbrunn_feldwege,0-50,104161,133249
2022-08-30_siegertsbrunn_feldwege__0611_1661861081069469275,2022-08-30_siegertsbrunn_feldwege,50-100,17892,133249
2022-08-30_siegertsbrunn_feldwege__0611_1661861081069469275,2022-08-30_siegertsbrunn_feldwege,100-150,9664,133249
2022-08-30_siegertsbrunn_feldwege__0611_1661861081069469275,2022-08-30_siegertsbrunn_feldwege,150-400,1532,133249
2022-08-30_siegertsbrunn_feldwege__0611_1661861081069469275,2022-08-30_siegertsbrunn_feldwege,>=400,0,133249
2022-08-30_siegertsbrunn_feldwege__0612_1661861085375123901,2022-08-30_siegertsbrunn_feldwege,0-50,113045,150669
2022-08-30_siegertsbrunn_feldwege__0612_1661861085375123901,2022-08-30_siegertsbrunn_feldwege,50-100,20646,150669
2022-08-30_siegertsbrunn_feldwege__0612_1661861085375123901,2022-08-30_siegertsbrunn_feldwege,100-150,7183,150669
2022-08-30_siegertsbrunn_feldwege__0612_1661861085375123901,2022-08-30_siegertsbrunn_feldwege,150-400,9795,150669
2022-08-30_siegertsbrunn_feldwege__0612_1661861085375123901,2022-08-30_siegertsbrunn_feldwege,>=400,0,150669
2022-08-30_siegertsbrunn_feldwege__0613_1661861088841215903,2022-08-30_siegertsbrunn_feldwege,0-50,127482,165646
2022-08-30_siegertsbrunn_feldwege__0613_1661861088841215903,2022-08-30_siegertsbrunn_feldwege,50-100,18094,165646
2022-08-30_siegertsbrunn_feldwege__0613_1661861088841215903,2022-08-30_siegertsbrunn_feldwege,100-150,12810,165646
2022-08-30_siegertsbrunn_feldwege__0613_1661861088841215903,2022-08-30_siegertsbrunn_feldwege,150-400,7260,165646
2022-08-30_siegertsbrunn_feldwege__0613_1661861088841215903,2022-08-30_siegertsbrunn_feldwege,>=400,0,165646
2022-08-30_siegertsbrunn_feldwege__0614_1661861095772898068,2022-08-30_siegertsbrunn_feldwege,0-50,126609,169660
2022-08-30_siegertsbrunn_feldwege__0614_1661861095772898068,2022-08-30_siegertsbrunn_feldwege,50-100,31412,169660
2022-08-30_siegertsbrunn_feldwege__0614_1661861095772898068,2022-08-30_siegertsbrunn_feldwege,100-150,9337,169660
2022-08-30_siegertsbrunn_feldwege__0614_1661861095772898068,2022-08-30_siegertsbrunn_feldwege,150-400,2302,169660
2022-08-30_siegertsbrunn_feldwege__0614_1661861095772898068,2022-08-30_siegertsbrunn_feldwege,>=400,0,169660
2022-08-30_siegertsbrunn_feldwege__0615_1661861100393798016,2022-08-30_siegertsbrunn_feldwege,0-50,135071,173234
2022-08-30_siegertsbrunn_feldwege__0615_1661861100393798016,2022-08-30_siegertsbrunn_feldwege,50-100,28794,173234
2022-08-30_siegertsbrunn_feldwege__0615_1661861100393798016,2022-08-30_siegertsbrunn_feldwege,100-150,7497,173234
2022-08-30_siegertsbrunn_feldwege__0615_1661861100393798016,2022-08-30_siegertsbrunn_feldwege,150-400,1872,173234
2022-08-30_siegertsbrunn_feldwege__0615_1661861100393798016,2022-08-30_siegertsbrunn_feldwege,>=400,0,173234
2022-08-30_siegertsbrunn_feldwege__0616_1661861101864718253,2022-08-30_siegertsbrunn_feldwege,0-50,137201,173256
2022-08-30_siegertsbrunn_feldwege__0616_1661861101864718253,2022-08-30_siegertsbrunn_feldwege,50-100,27117,173256
2022-08-30_siegertsbrunn_feldwege__0616_1661861101864718253,2022-08-30_siegertsbrunn_feldwege,100-150,7075,173256
2022-08-30_siegertsbrunn_feldwege__0616_1661861101864718253,2022-08-30_siegertsbrunn_feldwege,150-400,1863,173256
2022-08-30_siegertsbrunn_feldwege__0616_1661861101864718253,2022-08-30_siegertsbrunn_feldwege,>=400,0,173256
2022-08-30_siegertsbrunn_feldwege__0617_1661861104804876528,2022-08-30_siegertsbrunn_feldwege,0-50,149558,175757
2022-08-30_siegertsbrunn_feldwege__0617_1661861104804876528,2022-08-30_siegertsbrunn_feldwege,50-100,19598,175757
2022-08-30_siegertsbrunn_feldwege__0617_1661861104804876528,2022-08-30_siegertsbrunn_feldwege,100-150,4557,175757
2022-08-30_siegertsbrunn_feldwege__0617_1661861104804876528,2022-08-30_siegertsbrunn_feldwege,150-400,2044,175757
2022-08-30_siegertsbrunn_feldwege__0617_1661861104804876528,2022-08-30_siegertsbrunn_feldwege,>=400,0,175757
2022-08-30_siegertsbrunn_feldwege__0618_1661861112471683636,2022-08-30_siegertsbrunn_feldwege,0-50,185719,200274
2022-08-30_siegertsbrunn_feldwege__0618_1661861112471683636,2022-08-30_siegertsbrunn_feldwege,50-100,13404,200274
2022-08-30_siegertsbrunn_feldwege__0618_1661861112471683636,2022-08-30_siegertsbrunn_feldwege,100-150,198,200274
2022-08-30_siegertsbrunn_feldwege__0618_1661861112471683636,2022-08-30_siegertsbrunn_feldwege,150-400,953,200274
2022-08-30_siegertsbrunn_feldwege__0618_1661861112471683636,2022-08-30_siegertsbrunn_feldwege,>=400,0,200274
2022-08-30_siegertsbrunn_feldwege__0619_1661861142929836210,2022-08-30_siegertsbrunn_feldwege,0-50,202592,208055
2022-08-30_siegertsbrunn_feldwege__0619_1661861142929836210,2022-08-30_siegertsbrunn_feldwege,50-100,5273,208055
2022-08-30_siegertsbrunn_feldwege__0619_1661861142929836210,2022-08-30_siegertsbrunn_feldwege,100-150,188,208055
2022-08-30_siegertsbrunn_feldwege__0619_1661861142929836210,2022-08-30_siegertsbrunn_feldwege,150-400,2,208055
2022-08-30_siegertsbrunn_feldwege__0619_1661861142929836210,2022-08-30_siegertsbrunn_feldwege,>=400,0,208055
2022-08-30_siegertsbrunn_feldwege__0620_1661861149861400536,2022-08-30_siegertsbrunn_feldwege,0-50,203124,211108
2022-08-30_siegertsbrunn_feldwege__0620_1661861149861400536,2022-08-30_siegertsbrunn_feldwege,50-100,7786,211108
2022-08-30_siegertsbrunn_feldwege__0620_1661861149861400536,2022-08-30_siegertsbrunn_feldwege,100-150,189,211108
2022-08-30_siegertsbrunn_feldwege__0620_1661861149861400536,2022-08-30_siegertsbrunn_feldwege,150-400,9,211108
2022-08-30_siegertsbrunn_feldwege__0620_1661861149861400536,2022-08-30_siegertsbrunn_feldwege,>=400,0,211108
2022-08-30_siegertsbrunn_feldwege__0621_1661861152696930117,2022-08-30_siegertsbrunn_feldwege,0-50,195587,209512
2022-08-30_siegertsbrunn_feldwege__0621_1661861152696930117,2022-08-30_siegertsbrunn_feldwege,50-100,12781,209512
2022-08-30_siegertsbrunn_feldwege__0621_1661861152696930117,2022-08-30_siegertsbrunn_feldwege,100-150,954,209512
2022-08-30_siegertsbrunn_feldwege__0621_1661861152696930117,2022-08-30_siegertsbrunn_feldwege,150-400,190,209512
2022-08-30_siegertsbrunn_feldwege__0621_1661861152696930117,2022-08-30_siegertsbrunn_feldwege,>=400,0,209512
2022-08-30_siegertsbrunn_feldwege__0622_1661861159733851098,2022-08-30_siegertsbrunn_feldwege,0-50,188526,203849
2022-08-30_siegertsbrunn_feldwege__0622_1661861159733851098,2022-08-30_siegertsbrunn_feldwege,50-100,12277,203849
2022-08-30_siegertsbrunn_feldwege__0622_1661861159733851098,2022-08-30_siegertsbrunn_feldwege,100-150,2352,203849
2022-08-30_siegertsbrunn_feldwege__0622_1661861159733851098,2022-08-30_siegertsbrunn_feldwege,150-400,694,203849
2022-08-30_siegertsbrunn_feldwege__0622_1661861159733851098,2022-08-30_siegertsbrunn_feldwege,>=400,0,203849
2022-08-30_siegertsbrunn_feldwege__0623_1661861165404679208,2022-08-30_siegertsbrunn_feldwege,0-50,200788,207645
2022-08-30_siegertsbrunn_feldwege__0623_1661861165404679208,2022-08-30_siegertsbrunn_feldwege,50-100,5925,207645
2022-08-30_siegertsbrunn_feldwege__0623_1661861165404679208,2022-08-30_siegertsbrunn_feldwege,100-150,627,207645
2022-08-30_siegertsbrunn_feldwege__0623_1661861165404679208,2022-08-30_siegertsbrunn_feldwege,150-400,305,207645
2022-08-30_siegertsbrunn_feldwege__0623_1661861165404679208,2022-08-30_siegertsbrunn_feldwege,>=400,0,207645
2022-08-30_siegertsbrunn_feldwege__0624_1661861172231883173,2022-08-30_siegertsbrunn_feldwege,0-50,200644,212139
2022-08-30_siegertsbrunn_feldwege__0624_1661861172231883173,2022-08-30_siegertsbrunn_feldwege,50-100,11016,212139
2022-08-30_siegertsbrunn_feldwege__0624_1661861172231883173,2022-08-30_siegertsbrunn_feldwege,100-150,479,212139
2022-08-30_siegertsbrunn_feldwege__0624_1661861172231883173,2022-08-30_siegertsbrunn_feldwege,150-400,0,212139
2022-08-30_siegertsbrunn_feldwege__0624_1661861172231883173,2022-08-30_siegertsbrunn_feldwege,>=400,0,212139
2022-08-30_siegertsbrunn_feldwege__0625_1661861176537919040,2022-08-30_siegertsbrunn_feldwege,0-50,208004,212654
2022-08-30_siegertsbrunn_feldwege__0625_1661861176537919040,2022-08-30_siegertsbrunn_feldwege,50-100,4577,212654
2022-08-30_siegertsbrunn_feldwege__0625_1661861176537919040,2022-08-30_siegertsbrunn_feldwege,100-150,73,212654
2022-08-30_siegertsbrunn_feldwege__0625_1661861176537919040,2022-08-30_siegertsbrunn_feldwege,150-400,0,212654
2022-08-30_siegertsbrunn_feldwege__0625_1661861176537919040,2022-08-30_siegertsbrunn_feldwege,>=400,0,212654
2022-08-30_siegertsbrunn_feldwege__0626_1661861199013368288,2022-08-30_siegertsbrunn_feldwege,0-50,210138,212286
2022-08-30_siegertsbrunn_feldwege__0626_1661861199013368288,2022-08-30_siegertsbrunn_feldwege,50-100,2147,212286
2022-08-30_siegertsbrunn_feldwege__0626_1661861199013368288,2022-08-30_siegertsbrunn_feldwege,100-150,0,212286
2022-08-30_siegertsbrunn_feldwege__0626_1661861199013368288,2022-08-30_siegertsbrunn_feldwege,150-400,1,212286
2022-08-30_siegertsbrunn_feldwege__0626_1661861199013368288,2022-08-30_siegertsbrunn_feldwege,>=400,0,212286
2022-08-30_siegertsbrunn_feldwege__0627_1661861203214754426,2022-08-30_siegertsbrunn_feldwege,0-50,211206,213198
2022-08-30_siegertsbrunn_feldwege__0627_1661861203214754426,2022-08-30_siegertsbrunn_feldwege,50-100,1724,213198
2022-08-30_siegertsbrunn_feldwege__0627_1661861203214754426,2022-08-30_siegertsbrunn_feldwege,100-150,266,213198
2022-08-30_siegertsbrunn_feldwege__0627_1661861203214754426,2022-08-30_siegertsbrunn_feldwege,150-400,2,213198
2022-08-30_siegertsbrunn_feldwege__0627_1661861203214754426,2022-08-30_siegertsbrunn_feldwege,>=400,0,213198
2022-08-30_siegertsbrunn_feldwege__0628_1661861205420472390,2022-08-30_siegertsbrunn_feldwege,0-50,210466,212782
2022-08-30_siegertsbrunn_feldwege__0628_1661861205420472390,2022-08-30_siegertsbrunn_feldwege,50-100,1965,212782
2022-08-30_siegertsbrunn_feldwege__0628_1661861205420472390,2022-08-30_siegertsbrunn_feldwege,100-150,306,212782
2022-08-30_siegertsbrunn_feldwege__0628_1661861205420472390,2022-08-30_siegertsbrunn_feldwege,150-400,45,212782
2022-08-30_siegertsbrunn_feldwege__0628_1661861205420472390,2022-08-30_siegertsbrunn_feldwege,>=400,0,212782
2022-08-30_siegertsbrunn_feldwege__0629_1661861210040548858,2022-08-30_siegertsbrunn_feldwege,0-50,206134,212844
2022-08-30_siegertsbrunn_feldwege__0629_1661861210040548858,2022-08-30_siegertsbrunn_feldwege,50-100,6293,212844
2022-08-30_siegertsbrunn_feldwege__0629_1661861210040548858,2022-08-30_siegertsbrunn_feldwege,100-150,417,212844
2022-08-30_siegertsbrunn_feldwege__0629_1661861210040548858,2022-08-30_siegertsbrunn_feldwege,150-400,0,212844
2022-08-30_siegertsbrunn_feldwege__0629_1661861210040548858,2022-08-30_siegertsbrunn_feldwege,>=400,0,212844
2022-08-30_siegertsbrunn_feldwege__0630_1661861213296942122,2022-08-30_siegertsbrunn_feldwege,0-50,207435,212392
2022-08-30_siegertsbrunn_feldwege__0630_1661861213296942122,2022-08-30_siegertsbrunn_feldwege,50-100,4884,212392
2022-08-30_siegertsbrunn_feldwege__0630_1661861213296942122,2022-08-30_siegertsbrunn_feldwege,100-150,72,212392
2022-08-30_siegertsbrunn_feldwege__0630_1661861213296942122,2022-08-30_siegertsbrunn_feldwege,150-400,1,212392
2022-08-30_siegertsbrunn_feldwege__0630_1661861213296942122,2022-08-30_siegertsbrunn_feldwege,>=400,0,212392
2022-09-21_garching_uebungsplatz_2__0000_1663755178980462982,2022-09-21_garching_uebungsplatz_2,0-50,132814,175441
2022-09-21_garching_uebungsplatz_2__0000_1663755178980462982,2022-09-21_garching_uebungsplatz_2,50-100,13656,175441
2022-09-21_garching_uebungsplatz_2__0000_1663755178980462982,2022-09-21_garching_uebungsplatz_2,100-150,21932,175441
2022-09-21_garching_uebungsplatz_2__0000_1663755178980462982,2022-09-21_garching_uebungsplatz_2,150-400,7039,175441
